obs_mean,obs_var,act_mean,act_var,cumulative_reward,cumulative_cost,reward_mean,reward_var,cost_mean,cost_var,terminal,timeout,trajectory_length
"[ 0.1959152  -0.09495585  9.809972    0.41604546 -0.02485287  0.
  0.          0.          1.5357467   0.04114499 -0.05031052  0.
  0.25496754  0.09133516  0.05889907  0.05361902  0.04701517  0.04469115
  0.04642119  0.04675161  0.04121925  0.0331869   0.0250008   0.01594954
  0.01310508  0.01600561  0.04631611  0.23140524  0.4028663   0.4073922
  0.35730463  0.35028487  0.31009814  0.32397196  0.30653247  0.2734081
  0.28519583  0.34190992  0.36728722  0.34118795  0.33808547  0.36838508
  0.37376174  0.3456427   0.03460072  0.02268118  0.03888645  0.057166
  0.05930689  0.06715711  0.07664552  0.05802266  0.03735321  0.04836996
  0.04886032  0.04741101  0.06513727  0.06172283  0.05070267  0.04896231]","[5.34636068e+00 3.55982857e+01 8.18545232e-10 3.45586091e-01
 7.11976513e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.50998712e+00 1.45310044e-01 1.00465812e-01 0.00000000e+00
 8.90909135e-02 3.04765087e-02 2.51287725e-02 2.28819586e-02
 1.95821933e-02 1.88639704e-02 1.89156868e-02 1.87560637e-02
 1.65877845e-02 1.29182423e-02 1.00550167e-02 6.20255060e-03
 4.90522059e-03 7.30445562e-03 1.06354933e-02 7.81603977e-02
 9.09946412e-02 8.16962495e-02 8.48682895e-02 1.06966026e-01
 9.13838744e-02 9.78508368e-02 9.31727737e-02 8.70155394e-02
 8.90049636e-02 8.38868991e-02 9.01308656e-02 8.05622861e-02
 7.13709593e-02 7.62016550e-02 7.80737028e-02 7.41074830e-02
 1.41406739e-02 8.59659817e-03 1.33690713e-02 2.71671042e-02
 3.09934970e-02 3.33677419e-02 3.64685915e-02 2.88112462e-02
 1.66815203e-02 1.91148017e-02 1.85644198e-02 1.79589689e-02
 2.17331275e-02 1.95155907e-02 1.65251512e-02 1.77806541e-02]",[0.24889873 0.51121694],[0.46839577 0.3819904 ],16.13883,82.0,0.01613883,0.007243851,0.082,0.075276,False,True,1000
"[ 8.29213634e-02 -8.61054659e-02  9.80997181e+00  3.13206673e-01
 -2.20429488e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.95768237e+00  3.81509997e-02 -9.73370951e-03  0.00000000e+00
  1.90155268e-01  8.25998187e-02  4.33598943e-02  4.25296202e-02
  4.62983511e-02  5.01683801e-02  4.81715240e-02  4.68327478e-02
  4.58635688e-02  4.22885641e-02  3.27480771e-02  2.24138182e-02
  1.59467533e-02  1.30375726e-02  4.43506166e-02  1.67023525e-01
  2.75058776e-01  3.15054506e-01  3.40870708e-01  3.41284931e-01
  3.36276203e-01  2.97163785e-01  2.47444212e-01  2.34911412e-01
  2.41765127e-01  2.46895730e-01  2.82352000e-01  2.79629767e-01
  2.86338657e-01  3.09028208e-01  2.84172952e-01  2.53324300e-01
  6.72196224e-02  1.05639555e-01  1.36298209e-01  1.16542354e-01
  7.87324458e-02  7.14235380e-02  8.85566622e-02  9.69979167e-02
  8.31219926e-02  9.08938944e-02  9.87349898e-02  7.59903491e-02
  5.87282293e-02  5.48131801e-02  5.03471941e-02  4.94384915e-02]","[5.71198463e+00 2.50537567e+01 8.18545232e-10 3.39795977e-01
 6.75173551e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.77197289e+00 1.42924964e-01 1.05524845e-01 0.00000000e+00
 7.73048848e-02 2.31725536e-02 1.43878339e-02 1.35262152e-02
 1.61503628e-02 1.98002290e-02 1.91639550e-02 1.88607909e-02
 1.79457907e-02 1.59842689e-02 1.14814192e-02 7.84008950e-03
 4.53318004e-03 3.07708606e-03 1.17411511e-02 5.88937327e-02
 7.81864896e-02 8.70093405e-02 8.07532370e-02 8.07539001e-02
 8.90476257e-02 8.27804655e-02 7.99887925e-02 7.42026493e-02
 7.65818059e-02 8.00772682e-02 8.39348584e-02 8.17829818e-02
 8.51142108e-02 9.15935412e-02 8.23287144e-02 6.57542199e-02
 3.22757363e-02 4.76602651e-02 5.96144460e-02 5.32726087e-02
 3.80235389e-02 3.90906706e-02 4.42038439e-02 5.33574484e-02
 4.14280854e-02 4.34050187e-02 4.63236310e-02 3.57279405e-02
 3.27646919e-02 3.03105414e-02 2.84820758e-02 2.68991571e-02]",[0.12484719 0.64772916],[0.43327036 0.3006391 ],11.187618,4.0,0.011187619,0.0063081044,0.004,0.0039839996,False,True,1000
"[ 2.92550713e-01  1.99405864e-01  9.80997181e+00  5.80102026e-01
 -1.21682249e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.44527662e+00 -6.93644658e-02  2.72404980e-02  0.00000000e+00
  3.08959246e-01  9.83011946e-02  4.84656617e-02  4.73933518e-02
  4.12885919e-02  3.69846411e-02  3.36847007e-02  3.13348658e-02
  3.02913506e-02  2.11802796e-02  1.07484870e-02  6.25499571e-03
  3.81933968e-03  1.60180929e-03  2.18809918e-02  2.56087095e-01
  3.66814911e-01  3.67531538e-01  3.93760294e-01  3.54217887e-01
  3.62334728e-01  3.32976252e-01  2.41623104e-01  2.05758050e-01
  2.55002230e-01  2.80529261e-01  3.04528654e-01  2.94992864e-01
  2.85811484e-01  3.28416765e-01  3.46483827e-01  3.44291925e-01
  9.05422494e-02  1.19304158e-01  1.21542998e-01  1.30851403e-01
  1.16989516e-01  8.78812000e-02  6.78574443e-02  4.56100181e-02
  4.12338749e-02  6.01649955e-02  5.84731400e-02  5.96479252e-02
  7.39296079e-02  8.21843967e-02  8.32083225e-02  6.81328997e-02]","[4.87392092e+00 4.53882713e+01 8.18545232e-10 3.55360001e-01
 5.26059791e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.19749498e+00 1.03652224e-01 1.40794262e-01 0.00000000e+00
 9.21977460e-02 1.83315389e-02 1.53579134e-02 1.50883757e-02
 1.31152021e-02 1.19611314e-02 1.03563564e-02 9.42728017e-03
 9.62938555e-03 6.76426431e-03 3.04233120e-03 1.75525690e-03
 1.05456403e-03 3.74483992e-04 3.12354323e-03 7.18475953e-02
 8.19032937e-02 8.47134441e-02 8.82613584e-02 8.48179013e-02
 9.68924686e-02 9.73082632e-02 9.02224407e-02 7.27197826e-02
 9.33958516e-02 9.65863541e-02 9.58129391e-02 9.43397433e-02
 8.61521885e-02 9.00834277e-02 9.14023593e-02 9.08586457e-02
 4.37059924e-02 5.33603653e-02 5.85823096e-02 6.02201335e-02
 5.95337898e-02 4.01503630e-02 3.75601165e-02 2.07313001e-02
 1.81024764e-02 3.20205577e-02 2.92526670e-02 3.28807607e-02
 3.67111042e-02 3.54059637e-02 4.31379415e-02 2.50095297e-02]",[0.32547885 0.47812036],[0.4005309  0.34940758],17.040638,59.0,0.017040638,0.007328767,0.059,0.055519003,False,True,1000
"[ 3.6637500e-01  3.7659860e-01  9.8099718e+00  5.8946031e-01
 -1.5551625e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.4694947e+00 -7.6206040e-04 -5.0114132e-03  0.0000000e+00
  3.9418367e-01  1.5447433e-01  8.4806189e-02  7.3964350e-02
  6.6173531e-02  5.6702830e-02  5.0644286e-02  4.5805637e-02
  3.4108158e-02  2.1467812e-02  1.2577396e-02  5.6998832e-03
  1.5640766e-03  0.0000000e+00  3.8633429e-02  3.2457566e-01
  3.5509011e-01  4.0763238e-01  4.5414990e-01  4.6590778e-01
  4.4931790e-01  4.1747668e-01  3.3144447e-01  2.8967327e-01
  2.8448081e-01  3.1444475e-01  3.5834247e-01  3.6175624e-01
  3.5685375e-01  3.9672884e-01  3.9390686e-01  3.6389372e-01
  1.1287969e-01  1.2191233e-01  8.5802272e-02  5.1609546e-02
  4.3161012e-02  3.6316901e-02  6.0914911e-02  9.7370028e-02
  1.0755025e-01  9.5833503e-02  6.9267139e-02  5.2002572e-02
  5.8056574e-02  6.5015838e-02  6.5398395e-02  8.2969435e-02]","[4.75980139e+00 3.62543449e+01 8.18545232e-10 3.32496732e-01
 7.45429024e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.68183756e+00 9.52825919e-02 1.54691830e-01 0.00000000e+00
 1.17974050e-01 4.39318344e-02 3.89997698e-02 3.48762535e-02
 3.10132578e-02 2.67162491e-02 2.43687052e-02 2.33900901e-02
 1.72748640e-02 1.16045922e-02 7.12158484e-03 3.47519061e-03
 7.44320219e-04 0.00000000e+00 1.04594771e-02 9.69764516e-02
 5.84589541e-02 5.54824136e-02 5.03678732e-02 5.45348674e-02
 6.78580105e-02 7.51718208e-02 7.81790391e-02 8.02358761e-02
 7.85896108e-02 8.31820145e-02 9.06139091e-02 8.61742496e-02
 8.49109069e-02 8.35624114e-02 6.92083389e-02 5.90115078e-02
 3.93521674e-02 4.62254882e-02 3.31940874e-02 2.26836763e-02
 2.21981779e-02 1.34117585e-02 2.88171321e-02 4.49778549e-02
 4.79551032e-02 4.72577326e-02 3.81176434e-02 3.05422880e-02
 3.28206383e-02 3.73054221e-02 3.00859604e-02 3.49662751e-02]",[0.3880131  0.48462287],[0.5008748  0.40591672],24.212276,17.0,0.024212277,0.014283344,0.017,0.016710997,False,True,1000
"[ 0.07750072 -0.04101801  9.809972    0.32100376 -0.029898    0.
  0.          0.          1.9476875   0.01969305  0.01112214  0.
  0.22194928  0.08275648  0.06405719  0.06680714  0.06091123  0.05997419
  0.06194462  0.06527498  0.0600499   0.04354495  0.02900061  0.01899352
  0.01307694  0.01345283  0.02700019  0.1871858   0.2791265   0.30708078
  0.3064112   0.28055707  0.2651907   0.24640322  0.21391536  0.17304091
  0.16514476  0.20673387  0.23933874  0.25266555  0.24337432  0.234966
  0.24408703  0.24328183  0.06447846  0.08730116  0.06830078  0.05644049
  0.08490673  0.09834487  0.07714483  0.05577346  0.05765204  0.07248228
  0.08352417  0.06868992  0.047828    0.05129015  0.06919385  0.06270653]","[5.65940332e+00 2.98858604e+01 8.18545232e-10 3.77381861e-01
 6.70780092e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.56230712e+00 1.26044333e-01 1.23444274e-01 0.00000000e+00
 9.30088237e-02 2.32621394e-02 2.79151611e-02 3.01880557e-02
 2.58331299e-02 2.52978522e-02 2.53522266e-02 2.70824581e-02
 2.56490093e-02 1.80538017e-02 1.22843012e-02 7.55171943e-03
 4.13356582e-03 3.21839843e-03 6.17408985e-03 7.43856654e-02
 8.98539051e-02 9.96814668e-02 9.67364162e-02 9.32089463e-02
 9.43804011e-02 8.96436200e-02 8.78334865e-02 6.98286667e-02
 6.84674904e-02 7.30962306e-02 8.26293975e-02 8.82681310e-02
 8.34007114e-02 8.11810568e-02 8.44616517e-02 6.91231862e-02
 3.20174471e-02 4.78327349e-02 3.36060524e-02 2.86240615e-02
 3.86196487e-02 4.39483002e-02 3.39838713e-02 2.61600800e-02
 3.16506065e-02 3.70990299e-02 4.83302735e-02 3.66918147e-02
 2.41047479e-02 2.28507463e-02 2.85378341e-02 2.90847011e-02]",[0.1282181  0.64277864],[0.4907261  0.28129846],13.103403,6.0,0.013103403,0.0073135886,0.006,0.0059640007,False,True,1000
"[ 5.5797690e-01  2.8362121e-02  9.8099718e+00  6.6054589e-01
  7.8222513e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  6.4834297e-01 -4.0509459e-02 -5.0963897e-02  0.0000000e+00
  3.9407897e-01  1.4408487e-01  7.1570061e-02  5.0159331e-02
  3.7294958e-02  3.4559097e-02  3.1605732e-02  2.3871973e-02
  1.9636856e-02  1.8378995e-02  1.6588015e-02  1.4286295e-02
  9.3843779e-03  2.8600549e-02  8.5676752e-02  3.5189426e-01
  2.9197598e-01  2.8838605e-01  3.1426772e-01  3.1463656e-01
  3.0268422e-01  2.6595098e-01  2.2942482e-01  2.2631434e-01
  2.3251997e-01  2.9231730e-01  3.0780661e-01  3.1613144e-01
  3.2379660e-01  3.4137678e-01  3.1984881e-01  3.0670193e-01
  4.6893075e-02  5.7861056e-02  6.7392275e-02  8.3808653e-02
  1.0339760e-01  8.9899123e-02  5.7851057e-02  5.2587185e-02
  4.8429653e-02  2.6279137e-02  2.4071991e-02  5.1484063e-02
  7.7518858e-02  9.3086459e-02  1.0649648e-01  7.7045336e-02]","[3.90019178e+00 4.12372322e+01 8.18545232e-10 2.94475555e-01
 1.69306278e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.22584867e+00 1.23283364e-01 1.22478232e-01 0.00000000e+00
 1.08817756e-01 4.22796272e-02 3.55186462e-02 2.62288358e-02
 1.91261042e-02 1.90237202e-02 1.87028181e-02 1.37002990e-02
 1.15727186e-02 1.05132330e-02 9.56291519e-03 8.50670692e-03
 5.15891984e-03 1.44020626e-02 3.68751399e-02 7.72170275e-02
 7.66794309e-02 8.15686136e-02 8.64370912e-02 8.61325189e-02
 8.75321031e-02 8.07620138e-02 7.99193829e-02 7.67911971e-02
 7.98423439e-02 9.66149271e-02 8.30457658e-02 9.07524005e-02
 9.05030221e-02 8.80068541e-02 8.02046284e-02 7.35387951e-02
 1.81949753e-02 2.56949849e-02 2.96778791e-02 3.25763971e-02
 3.79969366e-02 4.25853655e-02 2.65019741e-02 2.70794220e-02
 2.63249334e-02 1.13739660e-02 1.04935002e-02 2.15048455e-02
 2.86358576e-02 3.31876986e-02 3.35187092e-02 2.40096990e-02]",[0.4873183  0.20983869],[0.41663885 0.57831687],23.678574,30.0,0.023678573,0.012210255,0.03,0.0291,False,True,1000
"[ 2.90148497e-01  7.89737329e-02  9.80997181e+00  5.70727050e-01
 -1.09888375e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.36875987e+00  5.92363216e-02  2.96115223e-02  0.00000000e+00
  3.04696649e-01  1.10996053e-01  6.13823682e-02  4.86338660e-02
  3.97812985e-02  3.93988565e-02  4.04815562e-02  3.90786156e-02
  2.86449455e-02  1.58829242e-02  9.63858608e-03  7.61819910e-03
  6.22183876e-03  5.75609924e-03  8.52853283e-02  3.08768064e-01
  3.98478091e-01  4.24731165e-01  4.20158088e-01  4.42863226e-01
  3.80108118e-01  3.60593826e-01  3.21199566e-01  2.67250627e-01
  2.67255574e-01  2.70449817e-01  2.81198025e-01  3.56421322e-01
  3.53703499e-01  3.74714851e-01  3.98653567e-01  3.93472344e-01
  2.82554626e-02  2.98238937e-02  3.76977436e-02  5.26205152e-02
  6.55480623e-02  5.91136031e-02  4.42475453e-02  3.39973718e-02
  2.73215733e-02  2.90429797e-02  3.67358215e-02  7.84050077e-02
  1.19511098e-01  7.53788725e-02  3.70190218e-02  3.79540622e-02]","[4.81928062e+00 4.13121185e+01 8.18545232e-10 3.39325726e-01
 8.05079266e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.64801192e+00 1.45968586e-01 9.96456966e-02 0.00000000e+00
 9.72692817e-02 3.46892364e-02 2.68265381e-02 2.06087623e-02
 1.63394548e-02 1.64894443e-02 1.70439500e-02 1.72995664e-02
 1.29546337e-02 6.45790389e-03 4.25843010e-03 3.36034014e-03
 2.19076592e-03 1.08406565e-03 2.10380591e-02 9.02394801e-02
 8.08206499e-02 7.55781606e-02 6.92585185e-02 7.06277043e-02
 8.80868360e-02 9.95494947e-02 9.62385684e-02 9.30915922e-02
 9.62121189e-02 1.01002164e-01 8.46497864e-02 8.73515159e-02
 8.41173828e-02 9.16825607e-02 8.62387344e-02 7.89554417e-02
 5.69783524e-03 7.50180380e-03 8.87462776e-03 1.30431009e-02
 2.26089954e-02 1.88168231e-02 1.63527709e-02 1.20320637e-02
 1.06246872e-02 1.09902415e-02 1.29214507e-02 2.18163431e-02
 3.91314626e-02 2.09958907e-02 1.09063499e-02 9.96708218e-03]",[0.3602423 0.4545941],[0.4572449 0.3955263],19.79908,86.0,0.01979908,0.010324725,0.086,0.07860399,False,True,1000
"[ 0.35115167  0.05735656  9.809972    0.5194729   0.06256037  0.
  0.          0.          1.1529244   0.06442691 -0.05379549  0.
  0.32119972  0.11171635  0.06452474  0.05945363  0.05493213  0.04598206
  0.03905457  0.04253415  0.04589761  0.04161377  0.03496501  0.02302638
  0.01107696  0.01007625  0.08468618  0.32193422  0.35249984  0.4197687
  0.46034223  0.44421667  0.43634447  0.40472564  0.34354246  0.30838233
  0.28678864  0.2800519   0.34832856  0.37540093  0.387984    0.43273973
  0.37513936  0.32665685  0.04819314  0.03207445  0.01661301  0.01157956
  0.02471367  0.05012639  0.05714858  0.06984001  0.0774385   0.06616537
  0.0650122   0.05482094  0.0425244   0.05979597  0.07694993  0.06419072]","[4.5725908e+00 3.1357292e+01 8.1854523e-10 3.6126691e-01 1.3171934e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.8067436e+00 1.4163665e-01
 1.0131877e-01 0.0000000e+00 1.0984910e-01 3.8723540e-02 3.0897301e-02
 2.8309876e-02 2.6400598e-02 2.1237463e-02 1.7441835e-02 2.2125252e-02
 2.3755213e-02 2.0596450e-02 1.7635902e-02 1.1892331e-02 5.8251764e-03
 3.5804044e-03 3.3756349e-02 1.0101877e-01 8.2095787e-02 8.1098631e-02
 7.6333374e-02 7.4595302e-02 7.8811616e-02 8.9210622e-02 8.5050605e-02
 8.3583347e-02 8.4982440e-02 7.5161703e-02 7.9017140e-02 7.5363383e-02
 6.9579110e-02 6.8485856e-02 6.4094082e-02 7.4913628e-02 1.5458000e-02
 8.9673810e-03 5.0965389e-03 3.6136296e-03 7.4236733e-03 2.3606088e-02
 2.2594476e-02 2.9917134e-02 3.0169051e-02 2.3883821e-02 2.5707129e-02
 2.3076698e-02 1.8125033e-02 1.9317478e-02 2.5329746e-02 1.6281312e-02]",[0.36243638 0.37806928],[0.48696858 0.52933455],22.194427,69.0,0.022194428,0.011208481,0.069,0.064238995,False,True,1000
"[ 4.08894837e-01 -4.32611555e-02  9.80997181e+00  5.47815025e-01
 -1.81004077e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.51190782e+00 -5.28922528e-02  1.03974788e-04  0.00000000e+00
  3.36358070e-01  1.15469098e-01  4.98164259e-02  4.74199913e-02
  4.52089980e-02  3.69099863e-02  2.93620154e-02  3.18015963e-02
  3.41156088e-02  3.21647599e-02  2.80404985e-02  2.28924435e-02
  2.27858089e-02  1.27465259e-02  2.66712941e-02  2.72954404e-01
  4.07071382e-01  4.53571826e-01  5.04855096e-01  4.77374226e-01
  4.10120368e-01  3.69940042e-01  2.98428237e-01  2.28319183e-01
  2.28384197e-01  2.54616648e-01  2.91152775e-01  2.95964271e-01
  2.70846039e-01  2.96365529e-01  3.26476783e-01  3.30121905e-01
  6.76723421e-02  1.56650886e-01  2.06809968e-01  1.66121304e-01
  1.00725204e-01  5.10452613e-02  3.36931907e-02  3.28010395e-02
  3.53731103e-02  4.51690815e-02  4.86524403e-02  5.62753715e-02
  8.76011699e-02  1.06315710e-01  7.68405274e-02  4.29892950e-02]","[4.8337350e+00 4.3882938e+01 8.1854523e-10 3.1646812e-01 6.7945778e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.2245986e+00 1.0590286e-01
 1.4129953e-01 0.0000000e+00 9.7295977e-02 2.6705954e-02 1.7094791e-02
 1.6382789e-02 1.6593598e-02 1.4179592e-02 1.1329885e-02 1.5763290e-02
 1.6884640e-02 1.5395100e-02 1.3395953e-02 1.0023048e-02 1.1803927e-02
 5.3883516e-03 4.4421093e-03 7.8888595e-02 8.7097272e-02 7.3870428e-02
 6.0322173e-02 6.4904273e-02 8.1504688e-02 9.2658706e-02 9.3458861e-02
 8.4804468e-02 7.7722825e-02 8.2141571e-02 9.6255772e-02 9.7150318e-02
 9.3311347e-02 9.1324367e-02 8.7508529e-02 8.0071054e-02 2.7333716e-02
 6.4157777e-02 7.3427431e-02 6.5079950e-02 4.6884965e-02 2.3134904e-02
 1.6230617e-02 1.6159685e-02 1.6749194e-02 2.4411233e-02 2.5483830e-02
 3.0979531e-02 4.3190289e-02 5.2726578e-02 3.4725547e-02 1.9590899e-02]",[0.3467073 0.5021995],[0.4058925 0.3511269],18.337976,61.0,0.018337976,0.009309065,0.061,0.057279,False,True,1000
"[ 7.38809258e-02  1.95531070e-01  9.80997181e+00  2.55620062e-01
 -4.40470204e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.15701389e+00 -2.13297061e-03 -4.20589074e-02  0.00000000e+00
  2.01515287e-01  1.08744375e-01  6.89552352e-02  5.53381965e-02
  4.63482551e-02  5.16704842e-02  6.07777461e-02  6.14984445e-02
  5.52961938e-02  4.58261855e-02  3.23299766e-02  2.28712037e-02
  1.72194112e-02  9.04349331e-03  1.89906601e-02  1.46440446e-01
  2.70311803e-01  2.89961666e-01  2.93706089e-01  3.08292687e-01
  3.45426351e-01  3.33553553e-01  2.88138300e-01  2.56073803e-01
  2.65743524e-01  2.85849839e-01  2.96595365e-01  3.10494393e-01
  2.89260268e-01  2.69682407e-01  2.52547711e-01  2.41182879e-01
  4.23996560e-02  6.96386918e-02  7.15194494e-02  3.83458883e-02
  2.83988975e-02  2.75513045e-02  2.68641356e-02  2.73257922e-02
  3.99608277e-02  6.55807108e-02  6.49410188e-02  4.12257239e-02
  3.11533231e-02  3.10157463e-02  3.17524448e-02  3.63058522e-02]","[5.6081967e+00 2.5735573e+01 8.1854523e-10 3.3155960e-01 1.1235743e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0762441e+00 1.3783294e-01
 1.1039361e-01 0.0000000e+00 9.6337005e-02 4.5889493e-02 3.6745824e-02
 2.8019272e-02 2.3404058e-02 2.6245434e-02 3.2161430e-02 3.1216275e-02
 2.7463062e-02 2.3088150e-02 1.5049742e-02 9.9713905e-03 7.0196702e-03
 3.0083631e-03 3.7655053e-03 6.3904904e-02 7.1449451e-02 7.9972692e-02
 7.8806527e-02 8.4577270e-02 9.4863765e-02 9.6090294e-02 9.2175566e-02
 8.2353666e-02 7.8520007e-02 8.0723673e-02 8.3608411e-02 8.7916046e-02
 8.3325177e-02 8.1939735e-02 7.5660631e-02 6.7502126e-02 1.2454527e-02
 2.2015106e-02 2.5618909e-02 9.8889153e-03 8.0215586e-03 7.8280577e-03
 7.3857456e-03 7.1555688e-03 8.9712506e-03 1.9881399e-02 2.0899730e-02
 1.2876974e-02 1.0183336e-02 1.0382452e-02 1.0662430e-02 1.1482662e-02]",[0.128386   0.70983917],[0.46367604 0.22827677],13.571387,65.0,0.013571387,0.008271621,0.065,0.060775,False,True,1000
"[ 3.37145776e-01  2.71009624e-01  9.80997181e+00  5.91120899e-01
 -9.16043445e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.34537816e+00 -4.44154963e-02 -1.54422736e-02  0.00000000e+00
  3.16195160e-01  1.15709268e-01  5.62594496e-02  5.05318157e-02
  4.61737551e-02  4.12262343e-02  3.40170264e-02  2.88848206e-02
  2.51456853e-02  2.15961207e-02  1.51770366e-02  7.42781581e-03
  2.82862876e-03  8.68399628e-04  2.86468416e-02  2.58199155e-01
  3.94684643e-01  4.26919132e-01  4.22794729e-01  4.30439115e-01
  3.86849046e-01  3.00699681e-01  2.45257944e-01  2.22790107e-01
  2.55210966e-01  3.13300818e-01  3.48715603e-01  3.44996452e-01
  3.29056293e-01  3.61483783e-01  3.67728621e-01  3.75898182e-01
  5.18308207e-02  7.84014836e-02  1.09389737e-01  1.31884009e-01
  1.24582581e-01  9.13744494e-02  5.36471307e-02  3.36201303e-02
  3.24072167e-02  3.17914933e-02  4.10124287e-02  6.39858469e-02
  9.17880535e-02  1.05718009e-01  1.00035004e-01  6.79174960e-02]","[4.7121077e+00 4.7776402e+01 8.1854523e-10 3.3751738e-01 5.8113836e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.5073547e+00 1.5698224e-01
 9.0806492e-02 0.0000000e+00 9.5315695e-02 3.3630461e-02 2.2281989e-02
 1.9123657e-02 1.7411694e-02 1.5595465e-02 1.3663909e-02 1.2233443e-02
 1.1031651e-02 9.6688578e-03 7.0070382e-03 3.1257211e-03 1.1988191e-03
 5.2251919e-05 3.5950101e-03 7.0043422e-02 8.0863312e-02 7.2809242e-02
 8.3004132e-02 8.5375600e-02 9.4750777e-02 8.9598775e-02 8.0661856e-02
 7.7659793e-02 8.3376914e-02 9.8278075e-02 1.0029326e-01 9.7901724e-02
 9.1195986e-02 9.4020389e-02 8.5252754e-02 9.0195045e-02 1.9449694e-02
 3.3776894e-02 4.9460836e-02 5.6149937e-02 5.6250256e-02 4.3541446e-02
 2.6334735e-02 1.6819445e-02 1.6648430e-02 1.6104138e-02 1.9137867e-02
 2.6647879e-02 4.1389890e-02 4.3212309e-02 4.2086929e-02 2.6329175e-02]",[0.3304491  0.44154558],[0.41080087 0.38961428],17.375332,64.0,0.017375331,0.00729611,0.064,0.059903998,False,True,1000
"[ 3.14176619e-01  1.42647892e-01  9.80997181e+00  5.86822569e-01
 -1.64512172e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.54829907e+00 -1.28679592e-02 -5.38224503e-02  0.00000000e+00
  3.60456586e-01  1.47780746e-01  9.53280479e-02  8.78023654e-02
  7.23869875e-02  5.03784418e-02  3.43563035e-02  2.85593290e-02
  2.61148866e-02  2.11316999e-02  1.20628681e-02  3.62864463e-03
  7.49160608e-05  4.95014356e-05  2.69732755e-02  2.88423061e-01
  2.90281326e-01  3.26606393e-01  3.44033301e-01  3.80691528e-01
  4.10839438e-01  3.31751764e-01  2.66871065e-01  2.53842741e-01
  2.44680107e-01  2.60405332e-01  2.82987833e-01  2.79050261e-01
  2.67617971e-01  2.86066175e-01  3.06684017e-01  2.86042422e-01
  8.36288556e-02  1.11801043e-01  1.06471881e-01  1.09324329e-01
  1.28771111e-01  1.10721596e-01  7.41124675e-02  4.78403121e-02
  3.07144821e-02  2.82995496e-02  3.25891934e-02  4.22246382e-02
  4.50841337e-02  4.47236635e-02  6.60695434e-02  7.25065321e-02]","[4.8855443e+00 3.6975418e+01 8.1854523e-10 3.3051771e-01 5.5805024e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.4086974e+00 1.1899133e-01
 1.2794627e-01 0.0000000e+00 1.0834587e-01 4.0026959e-02 3.9856590e-02
 3.7094910e-02 3.2327760e-02 2.4647806e-02 1.9091658e-02 1.6123056e-02
 1.5247944e-02 1.2544515e-02 7.3453491e-03 1.8723515e-03 5.6067893e-06
 1.2227538e-06 4.6622301e-03 8.2398668e-02 7.4869938e-02 7.3051959e-02
 7.4133292e-02 7.0487395e-02 7.4485332e-02 7.5982720e-02 7.3375493e-02
 8.3003424e-02 9.1634206e-02 9.5720239e-02 1.0074335e-01 1.0126840e-01
 1.0067644e-01 9.9691816e-02 9.5482737e-02 8.8107556e-02 2.8935529e-02
 5.1560722e-02 3.9543368e-02 4.1353352e-02 5.9055720e-02 4.7277611e-02
 3.2696925e-02 2.1403823e-02 1.5581036e-02 1.5281763e-02 1.7162496e-02
 2.1804100e-02 2.2601999e-02 2.2739829e-02 2.7409486e-02 2.9628804e-02]",[0.36061978 0.5149709 ],[0.49306834 0.37846884],20.973034,85.0,0.020973034,0.0113213975,0.085,0.07777501,False,True,1000
